NtsbNo,CompletionStatus,EventType,Mkey,IsStudy,EventDate,City,State,Country,ReportNo,N#,VehicleMake,VehicleModel,HighestInjuryLevel,InjuryOngroundCount,InjuryOnboardCount,HasSafetyRec,Mode,ReportNumber,ReportType,DocketPublishDate,OriginalPublishedDate,ReportDate,MostRecentReportType,EV_ID,RepGenFlag
ERA23LA076,Completed,Accident,106402,false,2022-11-27T16:30:00Z,Trinity,North Carolina,United States,,N5205A,Phantom Aeronautics,X1,Minor,0,1,false,Aviation,,DirectorBrief,2023-06-07T17:00:00Z,2023-06-06T04:00:00Z,2022-12-02T23:53:02.538Z,Final,,
WPR23LA052,Completed,Accident,106403,false,2022-11-27T16:15:00Z,Mountain Green,Utah,United States,,N379W,Rutan,Long-EZ,None,,0,false,Aviation,,DirectorBrief,2023-01-05T12:00:00Z,2023-01-09T05:00:00Z,2022-12-05T23:11:43.403Z,Final,,
WPR23LA060,Completed,Accident,106431,false,2022-11-27T15:45:00Z,Willow Spring,Arizona,United States,,N2994X,Cessna,177,Minor,,2,false,Aviation,,DirectorBrief,2024-06-20T17:00:00Z,2024-06-20T04:00:00Z,2023-01-05T01:59:36.868Z,Final,,
CEN23LA055,Completed,Accident,106378,false,2022-11-27T13:43:00Z,Guthrie,Oklahoma,United States,,N99JT,CIRRUS DESIGN CORP,SR22T,None,,0,false,Aviation,,DirectorBrief,2022-12-28T05:00:00Z,2023-01-09T05:00:00Z,2022-12-02T03:06:33.313Z,Final,,
ERA23LA073,Completed,Accident,106373,false,2022-11-27T13:30:00Z,Titusville,Florida,United States,,N8006A,CHILDS MICHAEL  A,ROTORWAY EXEC 162-F,None,,0,false,Aviation,,DirectorBrief,2024-01-31T18:00:00Z,2024-01-31T05:00:00Z,2022-11-28T23:58:43.602Z,Final,,
GAA23WA039,N/A,Accident,106423,false,2022-11-27T05:00:00Z,Yang Yang,,Republic Of Korea,,HL9678,Centerpoint Aerospace,S-58T,Fatal,,5,false,Aviation,,None,,,2023-11-08T01:58:16.021Z,,,
ANC23LA014,Completed,Accident,106603,false,2022-11-27T05:00:00Z,Anchorage,Alaska,United States,,N5626U,Piper,PA-28-140,None,,0,false,Aviation,,DirectorBrief,2023-03-30T17:00:00Z,2023-03-30T04:00:00Z,2023-01-25T23:08:09.966Z,Final,,
ERA23LA072,Completed,Accident,106372,false,2022-11-26T13:26:00Z,Suches,Georgia,United States,,N728RJ,DANIEL ANTHONY PROCTOR,M24 ORION PLUS,Serious,0,1,false,Aviation,,DirectorBrief,2023-06-07T17:00:00Z,2023-06-06T04:00:00Z,2022-11-28T23:50:46.818Z,Final,,
WPR23LA051,Completed,Accident,106395,false,2022-11-26T12:00:00Z,Lake Havasu,Arizona,United States,,N254DW,COSMOS,PHASE II,None,,0,false,Aviation,,DirectorBrief,2023-01-31T15:00:00Z,2023-02-09T05:00:00Z,2022-12-05T22:15:23.966Z,Final,,
DCA23WA099,N/A,Incident,106484,false,2022-11-26T05:00:00Z,Bangkok,,Thailand,,HS-DBO,Boeing,737-800,None,,0,false,Aviation,,None,,,2022-12-22T18:12:13.626Z,Prelim,,
CEN23FA046,Completed,Accident,106363,false,2022-11-25T18:15:00Z,Wonder Lake,Illinois,United States,,N361LX,Extra,EA300,Fatal,0,1,false,Aviation,,DirectorBrief,2024-12-05T18:00:00Z,2024-12-05T05:00:00Z,2022-12-19T18:50:20.712Z,Final,,
DCA23WA075,N/A,Incident,106357,false,2022-11-25T13:25:00Z,Breslau,,Canada,,C-FFLC,Boeing,737,None,,0,false,Aviation,,None,,,2022-11-25T20:15:23.264Z,Prelim,,
CEN23FA045,Completed,Accident,106361,false,2022-11-25T10:00:00Z,Mount Comfort,Indiana,United States,,N15VJ,CIRRUS DESIGN CORP,SF50,None,0,0,false,Aviation,,DirectorBrief,2025-02-20T19:00:00Z,2025-02-20T05:00:00Z,2022-12-09T00:11:24.348Z,Final,,
DCA23FM008,Completed,,106364,false,2022-11-25T05:00:00Z,Jamacia Beach,Texas,United States,MIR2329,,,,None,,,false,Marine,MIR2329,DirectorBrief,2024-01-12T04:30:00Z,2024-01-11T05:00:00Z,2023-12-26T05:00:00Z,Final,,
CEN23LA049,Completed,Accident,106367,false,2022-11-24T12:00:00Z,Durango,Colorado,United States,,N3886D,Cessna,182A,None,,0,false,Aviation,,DirectorBrief,2023-06-22T17:00:00Z,2023-06-22T04:00:00Z,2022-11-30T03:44:59.872Z,Final,,
DCA23WA076,N/A,Incident,106362,false,2022-11-24T09:45:00Z,Maiquetía,,Venezuela,,YV-621T,Boeing,737,None,,0,false,Aviation,,None,,,2022-11-26T00:39:30.849Z,Prelim,,
CEN23LA048,Completed,Accident,106366,false,2022-11-23T15:07:00Z,Oxford,Colorado,United States,,N668M,Hughes,369HS,None,,0,false,Aviation,,DirectorBrief,2023-04-20T17:00:00Z,2023-04-20T04:00:00Z,2022-12-29T02:50:54.419Z,Final,,
WPR23FA044,Completed,Accident,106352,false,2022-11-22T20:24:00Z,Banning,California,United States,,N101BH,GALLAGHER,XLT-RG,Fatal,,1,false,Aviation,,DirectorBrief,2024-11-26T18:00:00Z,2024-11-26T05:00:00Z,2022-11-25T21:11:18.427Z,Final,,
WPR23LA045,Completed,Accident,106354,false,2022-11-22T19:57:00Z,San Diego,California,United States,,N160AQ,Sikorsky,UH-60A,None,,0,false,Aviation,,DirectorBrief,2024-12-05T18:00:00Z,2024-12-05T05:00:00Z,2022-11-23T23:14:34.153Z,Final,,
CEN23LA047,Completed,Accident,106365,false,2022-11-22T18:45:00Z,Iredell,Texas,United States,,N44088,SEACE DAVID A,Gyroplane,Minor,,1,false,Aviation,,DirectorBrief,2023-01-06T20:00:00Z,2023-01-18T05:00:00Z,2022-11-28T21:14:08.313Z,Final,,
CEN23LA052,Completed,Accident,106371,false,2022-11-22T14:48:00Z,Del Rio,Texas,United States,,N968T,Beech,200,None,0,0,false,Aviation,,DirectorBrief,2023-03-15T18:00:00Z,2023-03-15T04:00:00Z,2022-12-19T23:56:27.631Z,Final,,
ERA23FA070,Completed,Accident,106348,false,2022-11-22T13:57:00Z,Charlotte,North Carolina,United States,,N7094J,ROBINSON HELICOPTER,R44,Fatal,,2,false,Aviation,,DirectorBrief,2024-05-02T17:00:00Z,2024-05-02T04:00:00Z,2022-12-02T19:01:49.394Z,Final,,
ERA23LA074,Completed,Accident,106379,false,2022-11-22T11:45:00Z,Newnan,Georgia,United States,,N407MD,TEXTRON AVIATION INC,172,None,,0,false,Aviation,,DirectorBrief,2023-06-07T17:00:00Z,2023-06-06T04:00:00Z,2022-12-01T03:38:02.425Z,Final,,
ENG23WA010,N/A,Incident,106540,false,2022-11-22T05:50:00Z,"Toluca, Mex",,Mexico,,N229CK,DASSAULT/SUD,FAN JET FALCON SER D,None,,0,false,Aviation,,None,,,2023-01-06T02:45:31.642Z,Prelim,,
DCA23WA074,N/A,Incident,106356,false,2022-11-21T20:50:00Z,Maturin,,Venezuela,,YV2792,Boeing,737,None,,0,false,Aviation,,None,,,2022-11-25T18:45:08.167Z,Prelim,,
ERA23LA068,Completed,Accident,106341,false,2022-11-21T20:05:00Z,Manassas,Virginia,United States,,N7261F,Piper,PA28,Serious,,1,false,Aviation,,DirectorBrief,2024-05-02T17:00:00Z,2024-05-02T04:00:00Z,2022-11-23T17:34:46.541Z,Final,,
GAA23WA029,N/A,Accident,106339,false,2022-11-21T17:15:00Z,Medellin,Other Foreign,Colombia,,HK 5121,Piper,PA-31-350,Fatal,,8,false,Aviation,,None,,,2022-11-26T01:21:22.435Z,Prelim,,
GAA23WA040,N/A,Accident,106454,false,2022-11-21T17:00:00Z,La Familia,,Belize,,N8725Z,Cessna,P206D,None,,0,false,Aviation,,None,,,2022-12-14T03:29:31.38Z,Prelim,,
GAA23WA030,N/A,Incident,106355,false,2022-11-21T08:53:00Z,Abu Dhabi,,United Arab Emirates,,SU-SML,Cessna,680,None,,0,false,Aviation,,None,,,2022-12-07T21:55:19.748Z,Prelim,,
DCA23WA070,N/A,Accident,106338,false,2022-11-20T22:30:00Z,Paris,Other Foreign,France,,TF-BBM,Boeing,737,None,0,0,false,Aviation,,None,,,2023-03-30T21:18:57.532Z,Prelim,,
CEN23LA040,Completed,Accident,106332,false,2022-11-20T15:00:00Z,Cypress,Texas,United States,,N10612,Cessna,150L,Minor,,2,false,Aviation,,DirectorBrief,2024-03-20T17:00:00Z,2024-03-20T04:00:00Z,2022-12-19T23:51:51.428Z,Final,,
CEN23LA041,Completed,Accident,106342,false,2022-11-20T13:49:00Z,Saint Joseph,Missouri,United States,,N267PC,Piper,PA-28-140,Serious,,1,false,Aviation,,DirectorBrief,2024-03-28T17:00:00Z,2024-03-28T04:00:00Z,2022-11-23T02:45:57.987Z,Final,,
ANC23LA006,Completed,Accident,106337,false,2022-11-20T13:40:00Z,Bethel,Alaska,United States,,N23CF,Cessna,207,None,,0,false,Aviation,,DirectorBrief,2023-10-05T17:00:00Z,2023-10-05T04:00:00Z,2022-11-22T21:55:35.142Z,Final,,
DCA23FM007,Completed,Accident,106344,false,2022-11-20T05:00:00Z,Houma,Louisiana,United States,MIR2328,,,,,,,false,Marine,MIR2328,DirectorBrief,2023-12-08T04:00:00Z,2024-01-10T05:00:00Z,2023-12-19T05:00:00Z,Final,,
DCA23LA067,Completed,Accident,106329,false,2022-11-19T22:51:00Z,Red Oak,Iowa,United States,,N330NW,Airbus,A320,None,0,0,false,Aviation,,DirectorBrief,2023-10-16T18:00:00Z,2023-10-16T04:00:00Z,2022-12-01T20:08:12.967Z,Final,,
GAA23WA032,N/A,Accident,106392,false,2022-11-19T20:09:00Z,Richmond,,Australia,,VH-TKI,Robinson,R44,Serious,,1,false,Aviation,,None,,,2022-12-03T03:54:14.807Z,Prelim,,
CEN23LA053,Completed,Accident,106374,false,2022-11-19T18:00:00Z,Searcy,Arkansas,United States,,N184SF,Bell,407,None,,0,false,Aviation,,DirectorBrief,2023-06-15T17:00:00Z,2023-06-15T04:00:00Z,2022-12-29T02:52:25.635Z,Final,,
ERA23FA067,Completed,Accident,106324,false,2022-11-19T13:10:00Z,Winston-Salem,North Carolina,United States,,N7295Y,Piper,PA-30,Fatal,0,2,false,Aviation,,DirectorBrief,2024-03-06T18:00:00Z,2024-03-06T05:00:00Z,2022-11-30T17:35:19.63Z,Final,,
GAA23WA041,N/A,Accident,106458,false,2022-11-18T20:00:00Z,Vera,Other Foreign,Brazil,,PP-OBL,Air Tractor,AT502,Fatal,0,1,false,Aviation,,None,,,2023-01-19T03:23:14.275Z,Prelim,,
DCA23WA071,N/A,Incident,106340,false,2022-11-18T18:47:00Z,Marrakech,,Madagascar,,G-MIDT,Airbus,A320,,,,false,Aviation,,None,,,2022-11-22T17:26:44.898Z,Prelim,,
DCA23WA066,N/A,Accident,106325,false,2022-11-18T17:11:00Z,Lima,Other Foreign,Peru,,CC-BHB,Airbus,A320,Fatal,3,,false,Aviation,,None,,,2023-01-04T20:27:04.387Z,Prelim,,
CEN23FA038,Completed,Accident,106319,false,2022-11-18T17:10:00Z,Decatur,Texas,United States,,N6797L,Cessna,421C,Fatal,0,1,false,Aviation,,DirectorBrief,2024-12-05T18:00:00Z,2024-12-05T05:00:00Z,2022-11-19T03:12:19.387Z,Final,,
ERA23LA106,Completed,Accident,106556,false,2022-11-18T17:05:00Z,Mashpee,Massachusetts,United States,,N2649Z,Cessna,402,None,0,0,false,Aviation,,DirectorBrief,2023-03-15T19:00:00Z,2023-03-30T04:00:00Z,2023-01-11T23:51:55.294Z,Final,,
WPR23LA041,Completed,Accident,106336,false,2022-11-18T12:27:00Z,Las Vegas,Nevada,United States,,N88E,Cessna,172M,None,,0,false,Aviation,,DirectorBrief,2024-12-05T18:00:00Z,2024-12-05T05:00:00Z,2022-12-02T06:02:12.126Z,Final,,
WPR23FA034,Completed,Accident,106317,false,2022-11-18T12:19:00Z,Snohomish,Washington,United States,,N2069B,TEXTRON AVIATION INC,208B,Fatal,,4,false,Aviation,,DirectorBrief,2025-01-14T18:00:00Z,2025-01-16T05:00:00Z,2022-11-22T06:18:08.572Z,Final,,
ERA23LA065,Completed,Accident,106314,false,2022-11-18T09:45:00Z,Manassas,Virginia,United States,,N8129M,Piper,PA-28-181,None,0,0,false,Aviation,,DirectorBrief,2024-10-30T18:00:00Z,2024-10-30T04:00:00Z,2022-11-29T19:38:57.842Z,Final,,
DCA23WA069,N/A,Incident,106331,false,2022-11-17T17:40:00Z,Fortnam,Other Foreign,Australia,,VH-YNA,Beech,1900,,0,,false,Aviation,,None,,,2023-03-30T21:19:50.096Z,Prelim,,
GAA23WA034,N/A,Accident,106399,false,2022-11-16T16:53:00Z,Ronselarestraat,,Belgium,,N821CC,CIRRUS DESIGN CORP,SR22,None,,0,false,Aviation,,None,,,2022-12-05T19:10:40.579Z,Prelim,,
WPR23LA032,Completed,Accident,106300,false,2022-11-16T00:15:00Z,Salt Lake City,Utah,United States,,N789RJ,HONDA AIRCRAFT CO LLC,HA-420,None,,0,false,Aviation,,DirectorBrief,2023-01-05T15:00:00Z,2023-01-09T05:00:00Z,2022-11-17T02:07:58.9Z,Final,,
ERA23FA060,Completed,Accident,106297,false,2022-11-15T17:30:00Z,Oak Hill,Florida,United States,,N4307Q,DETRICK DONALD G,DETRICK DA-2,Fatal,,1,false,Aviation,,DirectorBrief,2024-04-25T17:00:00Z,2024-04-25T04:00:00Z,2022-11-17T01:44:38.962Z,Final,,
CEN23LA037,Completed,Accident,106296,false,2022-11-15T17:00:00Z,Pewaukee,Wisconsin,United States,,N247DH,Fairchild,SA227-AT,Minor,,2,false,Aviation,,DirectorBrief,2025-01-29T18:00:00Z,2025-01-29T05:00:00Z,2022-11-17T03:00:51.239Z,Final,,
GAA23WA028,N/A,Incident,106299,false,2022-11-15T16:03:00Z,Oxfordshire,,United Kingdom,,GTXR,Beech,200,None,,0,false,Aviation,,None,,,2022-11-17T03:23:40.762Z,Prelim,,
WPR23LA042,Completed,Accident,106349,false,2022-11-15T15:53:00Z,Kahlotus,Washington,United States,,N24227,Cessna,180,Serious,,1,false,Aviation,,DirectorBrief,2023-03-01T01:00:00Z,2023-02-23T05:00:00Z,2022-11-29T06:31:06.982Z,Final,,
DCA23RM006,In work,Accident,106316,false,2022-11-15T05:00:00Z,Elephant Island,,Antarctica,,,,,Fatal,,,false,Marine,,None,2023-12-19T17:00:00Z,,,Prelim,,
ERA23LA061,Completed,Accident,106301,false,2022-11-14T19:00:00Z,Lancaster,Ohio,United States,,N6303J,Piper,PA28,None,0,0,false,Aviation,,DirectorBrief,2023-08-10T17:00:00Z,2023-08-10T04:00:00Z,2023-05-17T18:08:10.381Z,Final,,
GAA23WA037,N/A,Accident,106393,false,2022-11-14T18:32:00Z,Ramingining,,Australia,,VH-LOS,Robinson,R22,Fatal,,1,false,Aviation,,None,,,2022-12-05T23:24:07.825Z,Prelim,,
ERA23LA058,Completed,Accident,106294,false,2022-11-14T15:30:00Z,Opa-Locka,Florida,United States,,CU-A1885,Antonov,AN2,None,,0,false,Aviation,,DirectorBrief,2025-01-22T18:00:00Z,2025-01-22T05:00:00Z,2022-11-23T21:14:41.59Z,Final,,
ERA23LA066,Completed,Accident,106315,false,2022-11-14T13:34:00Z,St. Augustine,Florida,United States,,N9858P,Piper,PA-18-150,None,,0,false,Aviation,,DirectorBrief,2024-12-18T18:00:00Z,2024-12-18T05:00:00Z,2022-12-28T20:56:17.617Z,Final,,
ERA23LA062,Completed,Accident,106304,false,2022-11-14T10:47:00Z,Perry,Georgia,United States,,N81PW,Piper,PA32,None,,0,false,Aviation,,DirectorBrief,2023-06-07T17:00:00Z,2023-06-06T04:00:00Z,2022-11-21T17:01:21.225Z,Final,,
DCA23WA081,N/A,Occurrence,106385,false,2022-11-14T05:00:00Z,Sydney,Other Foreign,Australia,,VH-IWQ,Boeing,737,,0,,false,Aviation,,None,,,2023-03-30T17:47:24.458Z,Prelim,,
ERA23LA110,Completed,Accident,106580,false,2022-11-13T17:45:00Z,Fulton,New York,United States,,N3048L,Cessna,310J,None,0,0,false,Aviation,,DirectorBrief,2023-06-07T17:00:00Z,2023-06-06T04:00:00Z,2023-01-17T17:52:45.979Z,Final,,
WPR23LA029,Completed,Accident,106288,false,2022-11-13T17:27:00Z,San Jose,California,United States,,N5171B,Cessna,152,None,,0,false,Aviation,,DirectorBrief,2022-12-30T15:00:00Z,2023-01-09T05:00:00Z,2022-11-15T00:15:22.657Z,Final,,
DCA23FM005,Completed,,106286,false,2022-11-13T17:27:00Z,Port Allen,Louisiana,United States,MIR2323,,,,None,,,false,Marine,MIR2323,DirectorBrief,2023-11-09T17:00:00Z,2023-11-09T05:00:00Z,2023-10-26T04:00:00Z,Final,,
CEN23LA036,Completed,Accident,106282,false,2022-11-13T11:50:00Z,Manchester,Michigan,United States,,N222UM,Cessna,152,None,,0,false,Aviation,,DirectorBrief,,2023-06-22T04:00:00Z,2022-11-17T03:46:08.23Z,Final,,
DCA23WA062,N/A,Occurrence,106318,false,2022-11-13T03:58:00Z,Balikpapan,Other Foreign,Indonesia,,C-FTGX,Douglas,DC3,None,0,0,false,Aviation,,None,,,2023-03-30T21:22:48.469Z,Prelim,,
CEN23LA035,Completed,Accident,106281,false,2022-11-12T19:26:00Z,Olathe,Kansas,United States,,N5258Y,Cessna,172,None,,0,false,Aviation,,DirectorBrief,2023-04-20T17:00:00Z,2023-04-20T04:00:00Z,2022-11-16T18:17:20.04Z,Final,,
CEN23MA034,Completed,Accident,106276,false,2022-11-12T15:22:00Z,Dallas,Texas,United States,AIR2407,N7227C,Boeing,B17,Fatal,0,6,true,Aviation,AIR2407,BoardBrief,2024-03-08T18:00:00Z,2024-12-13T05:00:00Z,2022-11-16T22:44:38.749Z,Final,,
WPR23LA030,Completed,Accident,106289,false,2022-11-11T17:00:00Z,Payson,Arizona,United States,,N615DD,AMERICAN CHAMPION AIRCRAFT,8GCBC,Minor,,1,false,Aviation,,DirectorBrief,2022-12-30T15:00:00Z,2023-01-09T05:00:00Z,2022-11-14T23:52:19.599Z,Final,,
DCA23WA064,N/A,Occurrence,106321,false,2022-11-11T14:15:00Z,Almaty,Other Foreign,Kazakhstan,,N573UP,Boeing,747-44AF,None,0,0,false,Aviation,,None,,,2023-03-30T21:21:47.267Z,Prelim,,
WPR23LA031,Completed,Accident,106290,false,2022-11-11T14:07:00Z,Star Valley,Arizona,United States,,N3131J,Cessna,150G,Serious,,1,false,Aviation,,DirectorBrief,2024-05-16T17:00:00Z,2024-05-16T04:00:00Z,2022-11-22T06:27:46.104Z,Final,,
WPR23LA043,Completed,Accident,106351,false,2022-11-11T05:00:00Z,Kapolei,Hawaii,United States,,N948WB,ROBINSON HELICOPTER COMPANY,R22,None,,0,false,Aviation,,DirectorBrief,2023-01-31T15:00:00Z,2023-01-25T05:00:00Z,2022-11-23T05:11:49.355Z,Final,,
DCA23WA049,N/A,Incident,106273,false,2022-11-10T23:11:00Z,Canberra,,Australia,,VH-VEQ,Saab,340,Minor,,1,false,Aviation,,None,,,2022-11-10T17:40:52.193Z,Prelim,,
ERA23LA057,Completed,Accident,106277,false,2022-11-10T18:15:00Z,Gilford,New Hampshire,United States,,N7223M,Cessna,175,Serious,0,1,false,Aviation,,DirectorBrief,2023-06-07T17:00:00Z,2023-06-06T04:00:00Z,2022-12-01T20:36:56.64Z,Final,,
ANC23FA004,Completed,Accident,106278,false,2022-11-10T13:40:00Z,Chickaloon,Alaska,United States,,N7123K,Piper,PA-18,Fatal,,1,false,Aviation,,DirectorBrief,2024-11-14T18:00:00Z,2024-11-14T05:00:00Z,2022-11-17T03:53:53.378Z,Final,,
DCA23LA050,Completed,Accident,106279,false,2022-11-10T05:00:00Z,Miami,Florida,United States,,N316SE,Boeing,737-8,Serious,,1,false,Aviation,,DirectorBrief,2023-04-20T19:00:00Z,2023-04-20T04:00:00Z,2022-11-14T18:02:18.147Z,Final,,
CEN23LA033,Completed,Accident,106272,false,2022-11-09T13:30:00Z,Bridgeport,Texas,United States,,N1855K,Luscombe,8E,None,0,0,false,Aviation,,DirectorBrief,2022-11-25T05:00:00Z,2022-12-20T05:00:00Z,2022-11-10T23:46:40.094Z,Final,,
ERA23LA055,Completed,Accident,106274,false,2022-11-09T13:25:00Z,Allentown,Pennsylvania,United States,,N8543E,Piper,PA-28-140,Serious,0,1,false,Aviation,,DirectorBrief,2023-02-20T20:00:00Z,2023-03-02T05:00:00Z,2022-11-13T03:37:45.902Z,Final,,
CEN23LA032,Completed,Accident,106271,false,2022-11-09T12:48:00Z,Englewood,Colorado,United States,,N771RG,MULHOLLAND ROBERT A,VANS RV-7,None,,0,false,Aviation,,DirectorBrief,2023-02-15T19:00:00Z,2023-03-15T04:00:00Z,2022-11-16T23:06:05.557Z,Final,,
CEN23FA031,Completed,Accident,106270,false,2022-11-09T11:34:00Z,Bignell,Nebraska,United States,,N234PM,Piper,PA46-500TP,Fatal,,2,false,Aviation,,DirectorBrief,2024-03-28T17:00:00Z,2024-03-28T04:00:00Z,2022-11-15T22:04:27.389Z,Final,,
HWY23IH002,Completed,Occurrence,106310,false,2022-11-09T10:43:00Z,Philadelphia,Pennsylvania,United States,,,,,,,,false,Highway,,CloseoutMemo,2023-07-19T17:00:00Z,2023-12-19T05:00:00Z,,Final,,
DCA23WA048,N/A,Incident,106268,false,2022-11-08T19:47:00Z,Winnipeg,,Canada,,C-GEKZ,Boeing,737,,,,false,Aviation,,None,,,2022-11-09T21:33:43.553Z,Prelim,,
ERA23LA051,Completed,Accident,106259,false,2022-11-07T17:35:00Z,Cross City,Florida,United States,,N91RR,PIPISTREL D O O,Virus Sw,None,0,0,false,Aviation,,DirectorBrief,2023-01-09T20:00:00Z,2023-01-18T05:00:00Z,2022-11-16T03:20:22.553Z,Final,,
DCA23WA051,N/A,Incident,106280,false,2022-11-07T00:11:00Z,Amman,,Jordan,,JY-JAD,Boeing,737,,,,false,Aviation,,None,,,2022-11-14T18:38:54.354Z,Prelim,,
CEN23LA028,Completed,Accident,106256,false,2022-11-06T23:45:00Z,Slidell,Louisiana,United States,,N809DM,Beech,E-90,Serious,,1,false,Aviation,,DirectorBrief,2024-04-10T17:00:00Z,2024-04-10T04:00:00Z,2022-11-08T09:29:48.753Z,Final,,
CEN23LA030,Completed,Accident,106264,false,2022-11-06T15:30:00Z,Murdo,South Dakota,United States,,N699XM,Cessna,182Q,None,,0,false,Aviation,,DirectorBrief,2023-02-23T19:00:00Z,2023-02-23T05:00:00Z,2022-11-16T22:37:56.639Z,Final,,
ERA23LA050,Completed,Accident,106258,false,2022-11-05T14:51:00Z,Farmingdale,New York,United States,,N51AL,Beech,B-60,Minor,,2,false,Aviation,,DirectorBrief,2023-06-07T17:00:00Z,2023-06-06T04:00:00Z,2022-11-18T00:39:02.58Z,Final,,
WPR23FA027,Completed,Accident,106252,false,2022-11-05T13:00:00Z,San Diego,California,United States,,N700YZ,CIRRUS DESIGN CORP,SR20,Fatal,,1,false,Aviation,,DirectorBrief,2024-05-16T17:00:00Z,2024-05-16T04:00:00Z,2022-11-09T02:34:01.272Z,Final,,
CEN23LA027,Completed,Accident,106255,false,2022-11-05T09:21:00Z,Aguilar,Colorado,United States,,N6051U,Cessna,R172E,None,,0,false,Aviation,,DirectorBrief,2024-03-20T17:00:00Z,2024-03-20T04:00:00Z,2022-11-19T01:12:27.994Z,Final,,
ENG23WA004,N/A,Accident,106488,false,2022-11-05T09:20:00Z,Apricena,,Italy,,I-PIKI,Agusta,A109,Fatal,,7,false,Aviation,,None,,,2023-07-19T18:55:23.091Z,Prelim,,
CEN23LA026,Completed,Accident,106254,false,2022-11-05T09:12:00Z,Mesquite,Texas,United States,,N787TF,Piper,PA-28-181,None,,0,false,Aviation,,DirectorBrief,2023-01-27T05:00:00Z,2023-02-09T05:00:00Z,2022-11-19T01:09:55Z,Final,,
ANC23FA003,Completed,Accident,106253,false,2022-11-05T09:11:00Z,Mokuleia,Hawaii,United States,,N444EZ,AIRBORNE WINDSPORTS,Edge XT-912L,Fatal,,2,false,Aviation,,DirectorBrief,2024-11-14T18:00:00Z,2024-11-14T05:00:00Z,2022-11-16T03:10:59.97Z,Final,,
ERA23LA059,Completed,Accident,106295,false,2022-11-04T18:15:00Z,Sparta,Tennessee,United States,,N7254L,American Aviation,AA-1A,None,0,0,false,Aviation,,DirectorBrief,2024-09-18T17:00:00Z,2024-09-18T04:00:00Z,2022-11-30T21:19:05.915Z,Final,,
ERA23LA063,Completed,Accident,106305,false,2022-11-04T16:00:00Z,Jasper,Georgia,United States,,N430JV,Hagerty,Glasair Super IIS-TD,None,,0,false,Aviation,,DirectorBrief,2024-04-18T17:00:00Z,2024-04-18T04:00:00Z,2022-11-17T19:50:35.904Z,Final,,
DCA23WA054,N/A,Incident,106293,false,2022-11-04T15:35:00Z,Whitemark,,Austria,,VH-ZRC,Saab,340,,,,false,Aviation,,None,,,2022-11-15T16:49:26.419Z,Prelim,,
WPR23LA028,Completed,Accident,106262,false,2022-11-03T20:15:00Z,Mesa,Arizona,United States,,N150NE,ECLIPSE AEROSPACE INC,EA500,None,,0,false,Aviation,,DirectorBrief,2024-11-07T19:00:00Z,2024-11-07T05:00:00Z,2022-11-10T03:24:16.139Z,Final,,
ERA23LA064,Completed,Accident,106313,false,2022-11-03T19:55:00Z,Athens,Georgia,United States,,N101DC,Beech,95-B55 (T42A),None,,0,false,Aviation,,DirectorBrief,2024-04-25T17:00:00Z,2024-04-25T04:00:00Z,2023-01-13T22:08:34.445Z,Final,,
GAA23WA026,N/A,Accident,106257,false,2022-11-03T15:40:00Z,SAN FELIPE,Other Foreign,Venezuela,,YV-2052,Beech,33,,,,false,Aviation,,None,,,2023-01-13T19:51:58.335Z,Prelim,,
GAA23WA024,N/A,Accident,106247,false,2022-11-03T14:51:00Z,Jersey,Other Foreign,United Kingdom,,G-WINS,Piper,PA32,Fatal,,2,false,Aviation,,None,,,2022-11-10T23:15:45.325Z,Prelim,,
GAA23WA025,N/A,Accident,106250,false,2022-11-03T11:15:00Z,San Clemente,Other Foreign,Chile,,CC-CXZ,Bell,UH-1,Fatal,,2,false,Aviation,,None,,,2022-12-01T20:46:02.176Z,Prelim,,
ERA23FA048,Completed,Accident,106244,false,2022-11-03T11:09:00Z,Harlan,Kentucky,United States,,N84R,Beech,A36,Fatal,0,1,false,Aviation,,DirectorBrief,2024-04-25T17:00:00Z,2024-04-25T04:00:00Z,2022-11-08T07:00:20.128Z,Final,,
DCA23LA060,Completed,Accident,106309,false,2022-11-02T22:40:00Z,New Orleans,Louisiana,United States,,N519NK,Airbus,A319,Serious,0,1,false,Aviation,,DirectorBrief,,2023-06-16T04:00:00Z,2022-11-18T00:27:37.221Z,Final,,
CEN23LA025,Completed,Accident,106242,false,2022-11-02T20:48:00Z,Greenville,Illinois,United States,,N61KH,Bell,206,Minor,0,2,false,Aviation,,DirectorBrief,2024-09-05T17:00:00Z,2024-09-05T04:00:00Z,2022-11-03T19:04:09.129Z,Final,,
ERA23LA053,Completed,Accident,106267,false,2022-11-02T18:26:00Z,STATESBORO,Georgia,United States,,N30RK,SCHMIDT RANDALL M,BUSHBY MUSTANG II,Minor,0,1,false,Aviation,,DirectorBrief,2023-06-07T17:00:00Z,2023-06-06T04:00:00Z,2022-12-20T17:45:07.01Z,Final,,
ERA23LA054,Completed,Accident,106269,false,2022-11-02T18:07:00Z,Tanner,Alabama,United States,,N8667W,Piper,PA-28,None,0,0,false,Aviation,,DirectorBrief,2023-02-23T19:00:00Z,2023-02-23T05:00:00Z,2022-11-11T02:09:10.336Z,Final,,
